DateTime,Description,Plant Code,Alarm Group,Alarm State,Value,Operator,Operator Node
12/15/2024 00:03:31.721,Engine start command,CFC241S007STO,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:31.820,"Engine control, start command",CFC241S007INF,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:31.904,Engine sequence: Stop mode,SOB241E201INF,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:31.904,Engine sequence: Start preparation,SOB241E202INF,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:31.963,"Gas shutoff valve status, V033",ZAC161V033INF,Genset_16,         ,OFF,WOIS,CWA903
12/15/2024 00:03:32.045,"ALM, GRU, Main line gas inlet pressure high",ZAC161P010AH,Genset_16,UNACK_RTN,OFF,WOIS,CWA903
12/15/2024 00:03:32.504,Engine start command,CFC241S007STO,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:32.952,Prelubrication pump running,QEP241M001RNI,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:32.952,Oil mist separator running,QBF241M001RNI,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:33.834,"Engine control, start command",CFC241S007INF,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:34.413,Gen. breaker closed,BAE221Q000CLO,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:34.413,Gen. breaker open,BAE221Q000OPN,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:34.519,Power Factor Control active,BAE221E002INF,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:34.519,Engine sequence: Loading,SOB221E207INF,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:34.519,Gen. breaker synchronizing,BAE221Q000SYN,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:34.519,"Engine control, speed (droop)",CFC221S002SEL,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:34.519,Parallel with grid,CFC221S034ACK,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:34.519,Engine sequence: Idle running,SOB221E204INF,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:34.694,AVR synchronising on,CFC221S013ACK,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:34.778,Engine sequence: Synchronising,SOB221E206INF,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:35.532,Speed increase,SCA221OS163ING,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:35.532,Generator breaker status NO,SCA221GS798ING,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:35.532,Speed decrease,SCA221OS164ING,Genset_22,         ,ON,WOIS,CWA903
12/15/2024 00:03:38.726,"DER, Trec, Charge air temp in receiver",SOB221F153INF,Genset_22,         ,OFF,WOIS,CWA903
12/15/2024 00:03:39.387,"DER, Pgas, Gas feed pressure",SOB231F159INF,Genset_23,         ,ON,WOIS,CWA903
12/15/2024 00:03:39.387,"DER, Trec, Charge air temp in receiver",SOB231F153INF,Genset_23,         ,OFF,WOIS,CWA903
12/15/2024 00:03:39.542,"Gas shutoff valve status, V033",ZAC141V033INF,Genset_14,         ,OFF,WOIS,CWA903
12/15/2024 00:03:39.627,"ALM, GRU, Main line gas inlet pressure high",ZAC141P010AH,Genset_14,UNACK_RTN,OFF,WOIS,CWA903
12/15/2024 00:03:40.532,"SBL, Low LO press, engine inlet",SCA241PT201SBL,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:41.550,Engine ready for start,SCA241IS872ING,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:43.266,"PLC to UNIC HW, Start command, OS7302",CFC241A302INF,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:43.349,Engine sequence: Starting,SOB241E203INF,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:43.349,Engine sequence: Start preparation,SOB241E202INF,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:44.531,Slowturning solenoid,SCA241CV331ING,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:44.547,"Engine status, stop mode",SCA241IS878ING,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:44.547,Remote start,SCA241OS7302ING,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:44.547,"Engine status, start mode",SCA241IS871ING,Genset_24,         ,ON,WOIS,CWA903
12/15/2024 00:03:44.547,Engine ready for start,SCA241IS872ING,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:45.763,"DER, Pgas, Gas feed pressure",SOB141F159INF,Genset_14,         ,OFF,WOIS,CWA903
12/15/2024 00:03:45.763,"DER, Trec, Charge air temp in receiver",SOB141F153INF,Genset_14,         ,ON,WOIS,CWA903
12/15/2024 00:03:52.135,"PLC to UNIC HW, Start command, OS7302",CFC241A302INF,Genset_24,         ,OFF,WOIS,CWA903
12/15/2024 00:03:52.135,"UNIC to PLC HW, Open gas supply request, OS9310",CFC241A328INF,Genset_24,         ,ON,WOIS,CWA903
